2018-11-12 12:35:57.7880 | DEBUG | Logger | Failed
2018-11-12 12:36:43.8864 | DEBUG | Logger | DeloitteTests.Tests_AddingNewProject
2018-11-12 12:36:43.9082 | DEBUG | Logger | JustTesting
2018-11-12 12:36:43.9082 | DEBUG | Logger | Passed
2018-11-12 12:38:04.1558 | DEBUG | Logger | DeloitteTests.Tests_AddingNewProject
2018-11-12 12:38:04.1811 | DEBUG | Logger | JustTesting
2018-11-12 12:38:04.1811 | DEBUG | Logger | Failed
2018-11-12 12:38:32.7330 | DEBUG | Logger | DeloitteTests.Tests_AddingNewProject
2018-11-12 12:38:32.7514 | DEBUG | Logger | JustTesting
2018-11-12 12:38:32.7514 | DEBUG | Logger | Passed
2018-11-12 12:41:16.4553 | DEBUG | Logger | DeloitteTests.Tests_AddingNewProject
2018-11-12 12:41:16.4736 | DEBUG | Logger | JustTesting
2018-11-12 12:41:16.4736 | DEBUG | Logger | Passed
2018-11-12 12:43:25.9017 | DEBUG | Logger | DeloitteTests.Tests_AddingNewProject
2018-11-12 12:43:25.9211 | DEBUG | Logger | JustTesting
2018-11-12 12:43:25.9211 | DEBUG | Logger | Passed
2018-11-12 12:49:03.3666 | DEBUG | Logger | DeloitteTests.Tests_AddingNewProject
2018-11-12 12:49:03.3963 | DEBUG | Logger | JustTesting
2018-11-12 12:49:03.3963 | DEBUG | Logger | Failed
2018-11-12 12:49:28.7914 | DEBUG | Logger | DeloitteTests.Tests_AddingNewProject
2018-11-12 12:49:28.8162 | DEBUG | Logger | JustTesting
2018-11-12 12:49:28.8162 | DEBUG | Logger | Passed
2018-11-12 12:50:18.4988 | DEBUG | Logger | DeloitteTests.Tests_AddingNewProject
2018-11-12 12:50:18.5182 | DEBUG | Logger | JustTesting
2018-11-12 12:50:18.5182 | DEBUG | Logger | Passed
2018-11-12 13:08:24.1135 | DEBUG | Logger | DeloitteTests.Tests_AddingNewProject
2018-11-12 13:08:24.1343 | DEBUG | Logger | JustTesting
2018-11-12 13:08:24.1343 | DEBUG | Logger | Failed
2018-11-12 13:43:40.8049 | DEBUG | Logger | DeloitteTests.Tests_AddingNewProject
2018-11-12 13:43:40.8243 | DEBUG | Logger | JustTesting
2018-11-12 13:43:40.8243 | DEBUG | Logger | Failed
2018-11-12 13:44:38.5487 | DEBUG | Logger | DeloitteTests.Tests_AddingNewProject
2018-11-12 13:44:38.5671 | DEBUG | Logger | JustTesting
2018-11-12 13:44:38.5671 | DEBUG | Logger | Passed
2018-11-12 13:46:31.1911 | DEBUG | Logger | DeloitteTests.Tests_AddingNewProject
2018-11-12 13:46:31.2105 | DEBUG | Logger | JustTesting
2018-11-12 13:46:31.2105 | DEBUG | Logger | Passed
2018-11-12 13:48:34.6439 | DEBUG | Logger | DeloitteTests.Tests_AddingNewProject
2018-11-12 13:48:34.6622 | DEBUG | Logger | JustTesting
2018-11-12 13:48:34.6622 | DEBUG | Logger | Passed
2018-11-12 13:49:12.5700 | DEBUG | Logger | DeloitteTests.Tests_AddingNewProject
2018-11-12 13:49:12.5894 | DEBUG | Logger | JustTesting
2018-11-12 13:49:12.5894 | DEBUG | Logger | Passed
2018-11-12 13:49:44.4122 | DEBUG | Logger | DeloitteTests.Tests_AddingNewProject
2018-11-12 13:49:44.4310 | DEBUG | Logger | JustTesting
2018-11-12 13:49:44.4310 | DEBUG | Logger | Failed
2018-11-12 13:50:06.7144 | DEBUG | Logger | DeloitteTests.Tests_AddingNewProject
2018-11-12 13:50:06.7357 | DEBUG | Logger | JustTesting
2018-11-12 13:50:06.7357 | DEBUG | Logger | Passed
2018-11-12 13:52:02.7776 | DEBUG | Logger | DeloitteTests.Tests_AddingNewProject
2018-11-12 13:52:02.7975 | DEBUG | Logger | JustTesting
2018-11-12 13:52:02.7975 | DEBUG | Logger | Passed
2018-11-12 13:53:49.7328 | DEBUG | Logger | DeloitteTests.Tests_AddingNewProject
2018-11-12 13:53:49.7552 | DEBUG | Logger | JustTesting
2018-11-12 13:53:49.7552 | DEBUG | Logger | Failed
2018-11-12 13:54:15.2619 | DEBUG | Logger | DeloitteTests.Tests_AddingNewProject
2018-11-12 13:54:15.2837 | DEBUG | Logger | JustTesting
2018-11-12 13:54:15.2837 | DEBUG | Logger | Passed
2018-11-12 13:54:56.1015 | DEBUG | Logger | DeloitteTests.Tests_AddingNewProject
2018-11-12 13:54:56.1199 | DEBUG | Logger | JustTesting
2018-11-12 13:54:56.1199 | DEBUG | Logger | Passed
2018-11-12 13:57:12.5663 | DEBUG | Logger | DeloitteTests.Tests_AddingNewProject
2018-11-12 13:57:12.5861 | DEBUG | Logger | JustTesting
2018-11-12 13:57:12.5861 | DEBUG | Logger | Failed
2018-11-12 13:57:41.9189 | DEBUG | Logger | DeloitteTests.Tests_AddingNewProject
2018-11-12 13:57:41.9417 | DEBUG | Logger | JustTesting
2018-11-12 13:57:41.9417 | DEBUG | Logger | Failed
2018-11-12 13:58:04.1048 | DEBUG | Logger | DeloitteTests.Tests_AddingNewProject
2018-11-12 13:58:04.1306 | DEBUG | Logger | JustTesting
2018-11-12 13:58:04.1326 | DEBUG | Logger | Failed
2018-11-12 13:58:35.0546 | DEBUG | Logger | Deloitte.APITests.Test_API_AddMethodology
2018-11-12 13:58:35.0719 | DEBUG | Logger | AddMethodologiesPageOpened_Get
2018-11-12 13:58:35.0719 | DEBUG | Logger | Passed
2018-11-12 13:58:36.4442 | DEBUG | Logger | Deloitte.APITests.Test_API_AddMethodology
2018-11-12 13:58:36.4442 | DEBUG | Logger | AddMethodology_Post
2018-11-12 13:58:36.4442 | DEBUG | Logger | Passed
2018-11-12 13:58:38.3316 | DEBUG | Logger | Deloitte.APITests.Test_API_EndToEndMethAndProj
2018-11-12 13:58:38.3346 | DEBUG | Logger | AddMethodology_Post
2018-11-12 13:58:38.3346 | DEBUG | Logger | Failed
2018-11-12 13:58:39.7393 | DEBUG | Logger | Deloitte.APITests.Test_API_EndToEndMethAndProj
2018-11-12 13:58:39.7412 | DEBUG | Logger | CreateProject_Post
2018-11-12 13:58:39.7412 | DEBUG | Logger | Failed
2018-11-12 13:58:40.7724 | DEBUG | Logger | Deloitte.APITests.Test_API_SelectReportTemplate
2018-11-12 13:58:40.7724 | DEBUG | Logger | SelectReportTemplate
2018-11-12 13:58:40.7724 | DEBUG | Logger | Passed
2018-11-12 13:58:41.4897 | DEBUG | Logger | Deloitte.MultipleDataOverview
2018-11-12 13:58:41.4912 | DEBUG | Logger | Test_DataOverview_14_Requests
2018-11-12 13:58:41.4912 | DEBUG | Logger | Passed
2018-11-12 13:58:54.6432 | DEBUG | Logger | Deloitte.Test_API_AddNewProject
2018-11-12 13:58:54.6432 | DEBUG | Logger | AddProjectPopUpOpened_Projects_Get
2018-11-12 13:58:54.6432 | DEBUG | Logger | Passed
2018-11-12 13:59:05.5177 | DEBUG | Logger | Deloitte.Test_API_AddNewProject
2018-11-12 13:59:05.5177 | DEBUG | Logger | GetAllMethAndSelectOneRandomId_Get
2018-11-12 13:59:05.5177 | DEBUG | Logger | Passed
2018-11-12 13:59:07.0519 | DEBUG | Logger | Deloitte.Test_API_AddNewProject
2018-11-12 13:59:07.0519 | DEBUG | Logger | CreateProjectWithRandomMethodology_Post
2018-11-12 13:59:07.0538 | DEBUG | Logger | Passed
2018-11-12 13:59:10.2061 | DEBUG | Logger | Deloitte.Test_API_ConfigureProject
2018-11-12 13:59:10.2061 | DEBUG | Logger | GetAllProjectsAndOneRandomId
2018-11-12 13:59:10.2061 | DEBUG | Logger | Passed
2018-11-12 13:59:11.0996 | DEBUG | Logger | Deloitte.Test_API_ConfigureProject
2018-11-12 13:59:11.1011 | DEBUG | Logger | ConfigureRandomProject_Post
2018-11-12 13:59:11.1011 | DEBUG | Logger | Passed
2018-11-12 13:59:24.4518 | DEBUG | Logger | Deloitte.Test_EndToEndMethAndProj
2018-11-12 13:59:24.4518 | DEBUG | Logger | Test_CreateMethodology
2018-11-12 13:59:24.4518 | DEBUG | Logger | Failed
2018-11-12 13:59:35.5662 | DEBUG | Logger | Deloitte.Test_EndToEndMethAndProj
2018-11-12 13:59:35.5662 | DEBUG | Logger | AddingProjectWithMethFromTest1
2018-11-12 13:59:35.5662 | DEBUG | Logger | Failed
2018-11-12 14:00:17.1133 | DEBUG | Logger | DeloitteTests.Tests_LogInPage
2018-11-12 14:00:17.1133 | DEBUG | Logger | LoginWithInValidCredentials("qwerty","12345")
2018-11-12 14:00:17.1133 | DEBUG | Logger | Passed
2018-11-12 14:00:18.3892 | DEBUG | Logger | DeloitteTests.Tests_LogInPage
2018-11-12 14:00:18.3892 | DEBUG | Logger | LoginWithInValidCredentials("gp_integrator","!@#!$@!$#")
2018-11-12 14:00:18.3892 | DEBUG | Logger | Passed
2018-11-12 14:00:19.5174 | DEBUG | Logger | DeloitteTests.Tests_LogInPage
2018-11-12 14:00:19.5174 | DEBUG | Logger | LoginWithInValidCredentials("12345","Dummy#123")
2018-11-12 14:00:19.5174 | DEBUG | Logger | Passed
2018-11-12 14:00:20.8673 | DEBUG | Logger | DeloitteTests.Tests_LogInPage
2018-11-12 14:00:20.8673 | DEBUG | Logger | LoginWithInValidCredentials("   gp_integrator   ","Dummy#123")
2018-11-12 14:00:20.8673 | DEBUG | Logger | Passed
2018-11-12 14:00:22.7530 | DEBUG | Logger | DeloitteTests.Tests_LogInPage
2018-11-12 14:00:22.7530 | DEBUG | Logger | LoginWithInValidCredentials("gp_integrator   ","Dummy#123")
2018-11-12 14:00:22.7530 | DEBUG | Logger | Passed
2018-11-12 14:00:24.0127 | DEBUG | Logger | DeloitteTests.Tests_LogInPage
2018-11-12 14:00:24.0127 | DEBUG | Logger | LoginWithInValidCredentials("GP_INTEGRATORÊ","Dummy#123")
2018-11-12 14:00:24.0127 | DEBUG | Logger | Passed
2018-11-12 14:00:25.5701 | DEBUG | Logger | DeloitteTests.Tests_LogInPage
2018-11-12 14:00:25.5701 | DEBUG | Logger | LoginWithValidCredentials
2018-11-12 14:00:25.5701 | DEBUG | Logger | Passed
2018-11-12 14:00:26.6190 | DEBUG | Logger | DeloitteTests.Tests_LogInPage
2018-11-12 14:00:26.6190 | DEBUG | Logger | Test_NavigateToLink_LoginPageOpened
2018-11-12 14:00:26.6190 | DEBUG | Logger | Passed
2018-11-12 14:01:19.1215 | DEBUG | Logger | DeloitteTests.Tests_AddingNewProject
2018-11-12 14:01:19.1448 | DEBUG | Logger | JustTesting
2018-11-12 14:01:19.1493 | DEBUG | Logger | Passed
2018-11-12 14:52:31.3806 | DEBUG | Logger | DeloitteTests.Tests_AddingNewProject
2018-11-12 14:52:31.3994 | DEBUG | Logger | JustTesting
2018-11-12 14:52:31.3994 | DEBUG | Logger | Passed
2018-11-12 14:56:35.0385 | DEBUG | Logger | Deloitte.APITests.Test_API_AddMethodology
2018-11-12 14:56:35.0584 | DEBUG | Logger | AddMethodologiesPageOpened_Get
2018-11-12 14:56:35.0584 | DEBUG | Logger | Passed
2018-11-12 14:56:35.9932 | DEBUG | Logger | Deloitte.APITests.Test_API_AddMethodology
2018-11-12 14:56:35.9932 | DEBUG | Logger | AddMethodology_Post
2018-11-12 14:56:35.9932 | DEBUG | Logger | Passed
2018-11-12 14:56:37.5483 | DEBUG | Logger | Deloitte.APITests.Test_API_EndToEndMethAndProj
2018-11-12 14:56:37.5483 | DEBUG | Logger | AddMethodology_Post
2018-11-12 14:56:37.5513 | DEBUG | Logger | Failed
2018-11-12 14:56:38.7023 | DEBUG | Logger | Deloitte.APITests.Test_API_EndToEndMethAndProj
2018-11-12 14:56:38.7023 | DEBUG | Logger | CreateProject_Post
2018-11-12 14:56:38.7023 | DEBUG | Logger | Failed
2018-11-12 14:56:40.0212 | DEBUG | Logger | Deloitte.APITests.Test_API_SelectReportTemplate
2018-11-12 14:56:40.0212 | DEBUG | Logger | SelectReportTemplate
2018-11-12 14:56:40.0212 | DEBUG | Logger | Passed
2018-11-12 14:56:40.7294 | DEBUG | Logger | Deloitte.MultipleDataOverview
2018-11-12 14:56:40.7294 | DEBUG | Logger | Test_DataOverview_14_Requests
2018-11-12 14:56:40.7294 | DEBUG | Logger | Passed
2018-11-12 14:57:51.2241 | DEBUG | Logger | DeloitteTests.Tests_AddingNewProject
2018-11-12 14:57:51.2449 | DEBUG | Logger | AddingProjectAndSaving
2018-11-12 14:57:51.2449 | DEBUG | Logger | Failed
2018-11-12 15:10:56.9875 | DEBUG | Logger | DeloitteTests.Tests_AddingNewProject
2018-11-12 15:10:57.0079 | DEBUG | Logger | AddingProjectAndSaving
2018-11-12 15:10:57.0079 | DEBUG | Logger | Failed
2018-11-12 15:18:53.0958 | DEBUG | Logger | DeloitteTests.Tests_AddingNewProject
2018-11-12 15:18:53.1171 | DEBUG | Logger | AddingProjectAndSaving
2018-11-12 15:18:53.1171 | DEBUG | Logger | Failed
2018-11-12 15:29:04.5278 | DEBUG | Logger | DeloitteTests.Tests_AddingNewProject
2018-11-12 15:29:04.5496 | DEBUG | Logger | AddingProjectAndSaving
2018-11-12 15:29:04.5496 | DEBUG | Logger | Failed
2018-11-12 15:30:43.1943 | DEBUG | Logger | DeloitteTests.Tests_AddingNewProject
2018-11-12 15:30:43.2147 | DEBUG | Logger | AddingProjectAndSaving
2018-11-12 15:30:43.2147 | DEBUG | Logger | Failed
2018-11-12 15:35:22.9535 | DEBUG | Logger | DeloitteTests.Tests_AddingNewProject
2018-11-12 15:35:22.9778 | DEBUG | Logger | AddingProjectAndSaving
2018-11-12 15:35:22.9778 | DEBUG | Logger | Failed
2018-11-13 11:53:09.8352 | DEBUG | Logger | DeloitteTests.Tests_AddingNewProject
2018-11-13 11:53:09.8571 | DEBUG | Logger | AddingProjectAndSaving
2018-11-13 11:53:09.8571 | DEBUG | Logger | Failed
2018-11-13 12:50:37.9068 | DEBUG | Logger | DeloitteTests.Tests_AddingNewProject
2018-11-13 12:50:37.9271 | DEBUG | Logger | JustTesting
2018-11-13 12:50:37.9271 | DEBUG | Logger | Passed
2018-11-13 12:52:09.1037 | DEBUG | Logger | DeloitteTests.Tests_AddingNewProject
2018-11-13 12:52:09.1230 | DEBUG | Logger | JustTesting
2018-11-13 12:52:09.1230 | DEBUG | Logger | Passed
2018-11-13 12:53:29.2766 | DEBUG | Logger | DeloitteTests.Tests_AddingNewProject
2018-11-13 12:53:29.2944 | DEBUG | Logger | JustTesting
2018-11-13 12:53:29.2944 | DEBUG | Logger | Passed
2018-11-13 13:01:23.2459 | DEBUG | Logger | DeloitteTests.Tests_AddingNewProject
2018-11-13 13:01:23.2638 | DEBUG | Logger | JustTesting
2018-11-13 13:01:23.2652 | DEBUG | Logger | Failed
2018-11-13 13:11:27.6359 | DEBUG | Logger | DeloitteTests.Tests_AddingNewProject
2018-11-13 13:11:27.6597 | DEBUG | Logger | JustTesting
2018-11-13 13:11:27.6597 | DEBUG | Logger | Failed
2018-11-13 13:17:50.6386 | DEBUG | Logger | DeloitteTests.Tests_AddingNewProject
2018-11-13 13:17:50.6589 | DEBUG | Logger | JustTesting
2018-11-13 13:17:50.6589 | DEBUG | Logger | Passed
2018-11-13 13:23:55.8955 | DEBUG | Logger | DeloitteTests.Tests_AddingNewProject
2018-11-13 13:23:55.9154 | DEBUG | Logger | JustTesting
2018-11-13 13:23:55.9154 | DEBUG | Logger | Passed
2018-11-13 13:28:59.2241 | DEBUG | Logger | DeloitteTests.Tests_AddingNewProject
2018-11-13 13:28:59.2434 | DEBUG | Logger | JustTesting
2018-11-13 13:28:59.2434 | DEBUG | Logger | Passed
2018-11-13 13:31:47.4142 | DEBUG | Logger | DeloitteTests.Tests_AddingNewProject
2018-11-13 13:31:47.4345 | DEBUG | Logger | JustTesting
2018-11-13 13:31:47.4345 | DEBUG | Logger | Passed
2018-11-13 13:34:41.8874 | DEBUG | Logger | DeloitteTests.Tests_AddingNewProject
2018-11-13 13:34:41.9102 | DEBUG | Logger | JustTesting
2018-11-13 13:34:41.9102 | DEBUG | Logger | Failed
2018-11-13 13:37:59.9145 | DEBUG | Logger | DeloitteTests.Tests_AddingNewProject
2018-11-13 13:37:59.9348 | DEBUG | Logger | JustTesting
2018-11-13 13:37:59.9348 | DEBUG | Logger | Passed
2018-11-13 13:40:11.7104 | DEBUG | Logger | DeloitteTests.Tests_AddingNewProject
2018-11-13 13:40:11.7313 | DEBUG | Logger | AddingProjectAndSaving
2018-11-13 13:40:11.7313 | DEBUG | Logger | Failed
2018-11-13 13:41:08.4439 | DEBUG | Logger | DeloitteTests.Tests_AddingNewProject
2018-11-13 13:41:08.4741 | DEBUG | Logger | AddingProjectAndSaving
2018-11-13 13:41:08.4741 | DEBUG | Logger | Passed
2018-11-13 13:48:48.3041 | DEBUG | Logger | DeloitteTests.Tests_AddingNewProject
2018-11-13 13:48:48.3245 | DEBUG | Logger | AddingProjectAndCanceling
2018-11-13 13:48:48.3245 | DEBUG | Logger | Passed
2018-11-13 13:49:17.2556 | DEBUG | Logger | DeloitteTests.Tests_AddingNewProject
2018-11-13 13:49:17.2556 | DEBUG | Logger | AddingProjectAndSaving
2018-11-13 13:49:17.2556 | DEBUG | Logger | Passed
2018-11-13 13:49:22.2700 | DEBUG | Logger | DeloitteTests.Tests_AddingNewProject
2018-11-13 13:49:22.2720 | DEBUG | Logger | AddingProjectStartDateError
2018-11-13 13:49:22.2720 | DEBUG | Logger | Passed
